"lang","word","sentiment","value"
"finnish","verenvuoto","negative",1
"finnish","tahr","negative",1
"finnish","vitsaus","negative",1
"finnish","turmel","negative",1
"finnish","soke","negative",1
"finnish","sokai","negative",1
"finnish","sokeast","negative",1
"finnish","sokeus","negative",1
"finnish","rakkul","negative",1
"finnish","paisunu","negative",1
"finnish","möyky","negative",1
"finnish","saarto","negative",1
"finnish","verenvuodatus","negative",1
"finnish","verenhimoin","negative",1
"finnish","verin","negative",1
"finnish","häpeäpilku","negative",1
"finnish","puhal","negative",1
"finnish","mässäily","negative",1
"finnish","blues","negative",1
"finnish","bluf","negative",1
"finnish","kömmähdys","negative",1
"finnish","hämärt","negative",1
"finnish","hämärtyny","negative",1
"finnish","punastu","negative",1
"finnish","ylp","negative",1
"finnish","kehuskelev","negative",1
"finnish","suo","negative",1
"finnish","väärä","negative",1
"finnish","kiehu","negative",1
"finnish","boilerplat","negative",1
"finnish","riehakas","negative",1
"finnish","pom","negative",1
"finnish","pommit","negative",1
"finnish","pommitus","negative",1
"finnish","pommit","negative",1
"finnish","orjuus","negative",1
"finnish","joukkovelkakirj","negative",1
"finnish","pöö","negative",1
"finnish","hölmö","negative",1
"finnish","lukutouk","negative",1
"finnish","viina","negative",1
"finnish","pitkästyt","negative",1
"finnish","ikävystymin","negative",1
"finnish","tyls","negative",1
"finnish","lainaaj","negative",1
"finnish","vaivautu","negative",1
"finnish","huolehtimat","negative",1
"finnish","pohj","negative",1
"finnish","sidotu","negative",1
"finnish","ottelu","negative",1
"finnish","nauta","negative",1
"finnish","poika","negative",1
"finnish","boikot","negative",1
"finnish","kersk","negative",1
"finnish","brandy","negative",1
"finnish","uhmakkuus","negative",1
"finnish","räh","negative",1
"finnish","röyhk","negative",1
"finnish","rikkomin","negative",1
"finnish","erittely","negative",1
"finnish","hengenvaarallin","negative",1
"finnish","hajoamin","negative",1
"finnish","lahj","negative",1
"finnish","lahjon","negative",1
"finnish","prikaat","negative",1
"finnish","tulikiv","negative",1
"finnish","harjas","negative",1
"finnish","kyljit","negative",1
"finnish","paaht","negative",1
"finnish","mur","negative",1
"finnish","rik","negative",1
"finnish","bordel","negative",1
"finnish","mustelm","negative",1
"finnish","brunt","negative",1
"finnish","brutaal","negative",1
"finnish","raakuus","negative",1
"finnish","eläimellin","negative",1
"finnish","puk","negative",1
"finnish","bufet","negative",1
"finnish","vika","negative",1
"finnish","mörkö","negative",1
"finnish","sipulimain","negative",1
"finnish","kiusa","negative",1
"finnish","pyly","negative",1
"finnish","bummer","negative",1
"finnish","rasittav","negative",1
"finnish","byrokrat","negative",1
"finnish","byrokraat","negative",1
"finnish","murtovaras","negative",1
"finnish","murtovarkaus","negative",1
"finnish","hautaamin","negative",1
"finnish","haudatu","negative",1
"finnish","burk","negative",1
"finnish","palanu","negative",1
"finnish","murretu","negative",1
"finnish","lihakauppias","negative",1
"finnish","pusku","negative",1
"finnish","buzzed","negative",1
"finnish","salaliito","negative",1
"finnish","kakofon","negative",1
"finnish","mouk","negative",1
"finnish","ruumis","negative",1
"finnish","häk","negative",1
"finnish","lasketae","negative",1
"finnish","tunteeto","negative",1
"finnish","puhelu","negative",1
"finnish","kampanjoint","negative",1
"finnish","peruut","negative",1
"finnish","syöpä","negative",1
"finnish","syöpä","negative",1
"finnish","kannibaal","negative",1
"finnish","kannibalism","negative",1
"finnish","tyk","negative",1
"finnish","vangitu","negative",1
"finnish","vankeus","negative",1
"finnish","vangitsij","negative",1
"finnish","kaapa","negative",1
"finnish","ruho","negative",1
"finnish","syöpä","negative",1
"finnish","kardiomyopat","negative",1
"finnish","varomattomuus","negative",1
"finnish","karikatyyr","negative",1
"finnish","karies","negative",1
"finnish","verilöyly","negative",1
"finnish","lihallin","negative",1
"finnish","lihansyöj -","negative",1
"finnish","kartel","negative",1
"finnish","tapaus","negative",1
"finnish","ruumisarku","negative",1
"finnish","kast","negative",1
"finnish","uhr","negative",1
"finnish","kaihi","negative",1
"finnish","katastrof","negative",1
"finnish","katetr","negative",1
"finnish","varovaisuus","negative",1
"finnish","luovut","negative",1
"finnish","julkkis","negative",1
"finnish","hautausm","negative",1
"finnish","sensuroid","negative",1
"finnish","arvost","negative",1
"finnish","ces","negative",1
"finnish","lakkaamin","negative",1
"finnish","akan","negative",1
"finnish","hankauks","negative",1
"finnish","mielipah","negative",1
"finnish","haast","negative",1
"finnish","kaaos","negative",1
"finnish","kaoottin","negative",1
"finnish","fars","negative",1
"finnish","maksu","negative",1
"finnish","onnekas","negative",1
"finnish","jahd","negative",1
"finnish","kuritus","negative",1
"finnish","puhelias","negative",1
"finnish","halp","negative",1
"finnish","huija","negative",1
"finnish","juustokaku","negative",1
"finnish","juoni","negative",1
"finnish","lapsellin","negative",1
"finnish","kole","negative",1
"finnish","kloroform","negative",1
"finnish","tukehtu","negative",1
"finnish","koler","negative",1
"finnish","pilko","negative",1
"finnish","puuha","negative",1
"finnish","kroonin","negative",1
"finnish","savuk","negative",1
"finnish","kiertämin","negative",1
"finnish","metel","negative",1
"finnish","yhteentörmäys","negative",1
"finnish","clashing","negative",1
"finnish","kyns","negative",1
"finnish","luostar","negative",1
"finnish","sume","negative",1
"finnish","pilvisyys","negative",1
"finnish","tallust","negative",1
"finnish","kömpelö","negative",1
"finnish","kokai","negative",1
"finnish","hal pako","negative",1
"finnish","pako","negative",1
"finnish","ruumisarku","negative",1
"finnish","kylm","negative",1
"finnish","kylmäst","negative",1
"finnish","kylmyys","negative",1
"finnish","koliik","negative",1
"finnish","romahdus","negative",1
"finnish","törmäys","negative",1
"finnish","salain sopimus","negative",1
"finnish","kooma","negative",1
"finnish","tajuto","negative",1
"finnish","taistelu","negative",1
"finnish","taistelij","negative",1
"finnish","taistelunhaluin","negative",1
"finnish","passitus","negative",1
"finnish","häl","negative",1
"finnish","kommunism","negative",1
"finnish","kommunistin","negative",1
"finnish","kilpailu","negative",1
"finnish","kan","negative",1
"finnish","valitus","negative",1
"finnish","kompleksoitu","negative",1
"finnish","monimutkaisuus","negative",1
"finnish","mutkist","negative",1
"finnish","monimutkain","negative",1
"finnish","komplikaatio","negative",1
"finnish","rikoskumppanuus","negative",1
"finnish","kompost","negative",1
"finnish","pako","negative",1
"finnish","pakollin","negative",1
"finnish","sala","negative",1
"finnish","piilotetu","negative",1
"finnish","salaamin","negative",1
"finnish","itserakkaus","negative",1
"finnish","omahyväin","negative",1
"finnish","aivotärähdys","negative",1
"finnish","tuom","negative",1
"finnish","tuomitsemin","negative",1
"finnish","alentuv","negative",1
"finnish","alentuvaisuus","negative",1
"finnish","tunnust","negative",1
"finnish","tunnustus","negative",1
"finnish","rajoit","negative",1
"finnish","rajoitetu","negative",1
"finnish","synnytys","negative",1
"finnish","takavarikoid","negative",1
"finnish","takavarikoint","negative",1
"finnish","suurpalo","negative",1
"finnish","konflikt","negative",1
"finnish","ristiriitain","negative",1
"finnish","sekoit","negative",1
"finnish","kirotu","negative",1
"finnish","sekoit","negative",1
"finnish","sekaannus","negative",1
"finnish","ruuhk","negative",1
"finnish","loihtiv","negative",1
"finnish","valloitus","negative",1
"finnish","salaliittolain","negative",1
"finnish","vehk","negative",1
"finnish","tyrmistys","negative",1
"finnish","ummetus","negative",1
"finnish","rajoit","negative",1
"finnish","rajoit","negative",1
"finnish","rajoitus","negative",1
"finnish","tartun","negative",1
"finnish","tarttuv","negative",1
"finnish","saastut","negative",1
"finnish","saastunu","negative",1
"finnish","saastumin","negative",1
"finnish","ylenkats","negative",1
"finnish","halveksittav","negative",1
"finnish","halveksiv","negative",1
"finnish","riidanalain","negative",1
"finnish","salakuljetustavar","negative",1
"finnish","supistui","negative",1
"finnish","ristiriid","negative",1
"finnish","ristiriitaisuus","negative",1
"finnish","ristiriitain","negative",1
"finnish","päinvastain","negative",1
"finnish","ristiriitais","negative",1
"finnish","riko","negative",1
"finnish","rikkomus","negative",1
"finnish","kiistanalain","negative",1
"finnish","kiis","negative",1
"finnish","tuomitu","negative",1
"finnish","vakaumus","negative",1
"finnish","coop","negative",1
"finnish","kopio","negative",1
"finnish","ap","negative",1
"finnish","kuolemansyyntutkij","negative",1
"finnish","alikersant","negative",1
"finnish","ruumis","negative",1
"finnish","korjaus","negative",1
"finnish","korroosio","negative",1
"finnish","syövyttäv","negative",1
"finnish","turmeltunu","negative",1
"finnish","turmel","negative",1
"finnish","korruptio","negative",1
"finnish","ysk","negative",1
"finnish","neuvonantaj","negative",1
"finnish","jäniksenaj","negative",1
"finnish","himo","negative",1
"finnish","pelkur","negative",1
"finnish","pelkuruus","negative",1
"finnish","pelkurimain","negative",1
"finnish","äkäin","negative",1
"finnish","crack","negative",1
"finnish","särö","negative",1
"finnish","halkeilu","negative",1
"finnish","kramp","negative",1
"finnish","ahdas","negative",1
"finnish","kamp","negative",1
"finnish","äkäin","negative",1
"finnish","pask","negative",1
"finnish","romahdus","negative",1
"finnish","ryöm","negative",1
"finnish","mieletö","negative",1
"finnish","hulu","negative",1
"finnish","narisev","negative",1
"finnish","olento","negative",1
"finnish","virumin","negative",1
"finnish","rikollisuus","negative",1
"finnish","rikollin","negative",1
"finnish","rikollisuus","negative",1
"finnish","kyyristy","negative",1
"finnish","raajariko","negative",1
"finnish","rujo","negative",1
"finnish","kriisi","negative",1
"finnish","teräv","negative",1
"finnish","kriitiko","negative",1
"finnish","kritiik","negative",1
"finnish","arvost","negative",1
"finnish","roisto","negative",1
"finnish","rist","negative",1
"finnish","hiipiv","negative",1
"finnish","cruciat","negative",1
"finnish","ristiinnaulitsemin","negative",1
"finnish","raakaöljy","negative",1
"finnish","julm","negative",1
"finnish","julmast","negative",1
"finnish","julmuus","negative",1
"finnish","murenem","negative",1
"finnish","räsähdys","negative",1
"finnish","ristiretk","negative",1
"finnish","murskatu","negative",1
"finnish","murskaav","negative",1
"finnish","kärttyis","negative",1
"finnish","itk","negative",1
"finnish","huutav","negative",1
"finnish","kryp","negative",1
"finnish","aisankannattaj","negative",1
"finnish","käki","negative",1
"finnish","teurast","negative",1
"finnish","syyllisyyd","negative",1
"finnish","moitittav","negative",1
"finnish","syyllin","negative",1
"finnish","kult","negative",1
"finnish","hankal","negative",1
"finnish","ovel","negative",1
"finnish","kuppaus","negative",1
"finnish","rak","negative",1
"finnish","kirous","negative",1
"finnish","kirotu","negative",1
"finnish","kirous","negative",1
"finnish","pintapuolin","negative",1
"finnish","leikkur","negative",1
"finnish","murhamies","negative",1
"finnish","leikkaus","negative",1
"finnish","syanid","negative",1
"finnish","syklo","negative",1
"finnish","kys","negative",1
"finnish","sytomegalovirus","negative",1
"finnish","dabbling","negative",1
"finnish","demo","negative",1
"finnish","mieletö","negative",1
"finnish","tikar","negative",1
"finnish","vah","negative",1
"finnish","vahingonkorvaus","negative",1
"finnish","pahuks","negative",1
"finnish","kadotus","negative",1
"finnish","kirotu","negative",1
"finnish","vaimen","negative",1
"finnish","hils","negative",1
"finnish","keikar","negative",1
"finnish","vaara","negative",1
"finnish","vaarallin","negative",1
"finnish","tumment","negative",1
"finnish","tummennetu","negative",1
"finnish","pimeys","negative",1
"finnish","romut","negative",1
"finnish","viheliäin","negative",1
"finnish","pääs pyörä","negative",1
"finnish","poist","negative",1
"finnish","umpiku","negative",1
"finnish","tappav","negative",1
"finnish","kuuro","negative",1
"finnish","kuolem","negative",1
"finnish","romahdus","negative",1
"finnish","irstailu","negative",1
"finnish","jät","negative",1
"finnish","velk","negative",1
"finnish","velallin","negative",1
"finnish","rappeutumin","negative",1
"finnish","rappeutunu","negative",1
"finnish","kuolu","negative",1
"finnish","vilp","negative",1
"finnish","petollin","negative",1
"finnish","pet","negative",1
"finnish","pet","negative",1
"finnish","pet","negative",1
"finnish","petos","negative",1
"finnish","petollin","negative",1
"finnish","eranto","negative",1
"finnish","alenemin","negative",1
"finnish","lasku","negative",1
"finnish","hajoamin","negative",1
"finnish","vähent","negative",1
"finnish","vähennys","negative",1
"finnish","ränsistyny","negative",1
"finnish","halvent","negative",1
"finnish","vähent","negative",1
"finnish","kunnianloukkaus","negative",1
"finnish","loukkaav","negative",1
"finnish","oletusarvo","negative",1
"finnish","tapio","negative",1
"finnish","kukist","negative",1
"finnish","vika","negative",1
"finnish","loikkaus","negative",1
"finnish","viallin","negative",1
"finnish","puolustuskyvytö","negative",1
"finnish","lykkäys","negative",1
"finnish","uhm","negative",1
"finnish","uhmakas","negative",1
"finnish","puute","negative",1
"finnish","alijääm","negative",1
"finnish","tyhj","negative",1
"finnish","deflaatio","negative",1
"finnish","rument","negative",1
"finnish","epämuodostunu","negative",1
"finnish","epämuodostum","negative",1
"finnish","petkut","negative",1
"finnish","kuolu","negative",1
"finnish","uhm","negative",1
"finnish","degeneraatio","negative",1
"finnish","rappeutu","negative",1
"finnish","hajoamin","negative",1
"finnish","hajo","negative",1
"finnish","halventav","negative",1
"finnish","viive","negative",1
"finnish","myöhä","negative",1
"finnish","vahingollin","negative",1
"finnish","poisto","negative",1
"finnish","rikollisuus","negative",1
"finnish","rikollin","negative",1
"finnish","haltioitunu","negative",1
"finnish","houretil","negative",1
"finnish","vedenpaisumus","negative",1
"finnish","harhakuvitelm","negative",1
"finnish","harhain","negative",1
"finnish","kysyn","negative",1
"finnish","vaativ","negative",1
"finnish","tylsistyny","negative",1
"finnish","dement","negative",1
"finnish","kuolem","negative",1
"finnish","purk","negative",1
"finnish","purkamin","negative",1
"finnish","demo","negative",1
"finnish","demonin","negative",1
"finnish","moraal","negative",1
"finnish","kieltämin","negative",1
"finnish","kiist","negative",1
"finnish","tuom","negative",1
"finnish","tuomitsemin","negative",1
"finnish","kielt","negative",1
"finnish","kielt","negative",1
"finnish","läht","negative",1
"finnish","lähtö","negative",1
"finnish","riippuvuus","negative",1
"finnish","riippuvuus","negative",1
"finnish","riippuvain","negative",1
"finnish","valitettav","negative",1
"finnish","valit","negative",1
"finnish","karkot","negative",1
"finnish","karkotus","negative",1
"finnish","turmeltunu","negative",1
"finnish","turmelus","negative",1
"finnish","lask","negative",1
"finnish","poisto","negative",1
"finnish","arvonalennus","negative",1
"finnish","masent","negative",1
"finnish","masentunu","negative",1
"finnish","masentav","negative",1
"finnish","masennus","negative",1
"finnish","masentav","negative",1
"finnish","riistämin","negative",1
"finnish","häiriintyny","negative",1
"finnish","ränsistyny","negative",1
"finnish","pilk","negative",1
"finnish","poikkeus","negative",1
"finnish","halventav","negative",1
"finnish","häpäisemin","negative",1
"finnish","autiom","negative",1
"finnish","autio","negative",1
"finnish","hylkäämin","negative",1
"finnish","pidäty","negative",1
"finnish","hävitys","negative",1
"finnish","epätoivo","negative",1
"finnish","epätoivoin","negative",1
"finnish","epätoivoin","negative",1
"finnish","halveksittav","negative",1
"finnish","halveks","negative",1
"finnish","itsevaltain","negative",1
"finnish","hirmuv","negative",1
"finnish","köyhä","negative",1
"finnish","tuhonu","negative",1
"finnish","hävittäj","negative",1
"finnish","tuhot","negative",1
"finnish","tuho","negative",1
"finnish","tuhois","negative",1
"finnish","irrallisuus","negative",1
"finnish","pidät","negative",1
"finnish","poliittin vank","negative",1
"finnish","pidättämin","negative",1
"finnish","heike","negative",1
"finnish","huonontunu","negative",1
"finnish","heikkenemin","negative",1
"finnish","inho","negative",1
"finnish","räjäht","negative",1
"finnish","vähen","negative",1
"finnish","hait","negative",1
"finnish","haitallin","negative",1
"finnish","sora","negative",1
"finnish","tuho","negative",1
"finnish","tuhois","negative",1
"finnish","tuho","negative",1
"finnish","paholain","negative",1
"finnish","pirullin","negative",1
"finnish","mutkittelev","negative",1
"finnish","hajautus","negative",1
"finnish","niel","negative",1
"finnish","pirullin","negative",1
"finnish","diagno","negative",1
"finnish","katker arvostelu","negative",1
"finnish","diktaattor","negative",1
"finnish","diktatorin","negative",1
"finnish","diktatuur","negative",1
"finnish","kuol","negative",1
"finnish","vaikeud","negative",1
"finnish","vaikeus","negative",1
"finnish","eksy","negative",1
"finnish","ränsistyny","negative",1
"finnish","laiment","negative",1
"finnish","vähent","negative",1
"finnish","vähentyny","negative",1
"finnish","melu","negative",1
"finnish","hirv","negative",1
"finnish","lika","negative",1
"finnish","likain","negative",1
"finnish","vammaisuus","negative",1
"finnish","pois","negative",1
"finnish","vammais","negative",1
"finnish","tyytymätö","negative",1
"finnish","ol eri miel","negative",1
"finnish","erimielisyys","negative",1
"finnish","erimielisyys","negative",1
"finnish","hyläty","negative",1
"finnish","petä","negative",1
"finnish","pettyny","negative",1
"finnish","ikäv","negative",1
"finnish","pettymys","negative",1
"finnish","paheksun","negative",1
"finnish","hylk","negative",1
"finnish","hyläty","negative",1
"finnish","tuomitsev","negative",1
"finnish","katastrof","negative",1
"finnish","tuhois","negative",1
"finnish","uskomat","negative",1
"finnish","poisheitety","negative",1
"finnish","päästö","negative",1
"finnish","kuri","negative",1
"finnish","kiist","negative",1
"finnish","värjäytymin","negative",1
"finnish","värjäytyn","negative",1
"finnish","epämukavuus","negative",1
"finnish","katk","negative",1
"finnish","irrotetu","negative",1
"finnish","katkaisu","negative",1
"finnish","tyytymättömyys","negative",1
"finnish","lopet","negative",1
"finnish","katkonaisuus","negative",1
"finnish","eripuraisuus","negative",1
"finnish","lannist","negative",1
"finnish","lannist","negative",1
"finnish","häpä","negative",1
"finnish","syrj","negative",1
"finnish","arvostelukykyin","negative",1
"finnish","syrjin","negative",1
"finnish","ylenkats","negative",1
"finnish","tauti","negative",1
"finnish","sairas","negative",1
"finnish","aineeto","negative",1
"finnish","vetäytymin","negative",1
"finnish","häirin","negative",1
"finnish","häpe","negative",1
"finnish","häpäisy","negative",1
"finnish","häpeällin","negative",1
"finnish","nyrp","negative",1
"finnish","inho","negative",1
"finnish","inhottav","negative",1
"finnish","lannistu","negative",1
"finnish","masentav","negative",1
"finnish","epärehellin","negative",1
"finnish","epärehellisyys","negative",1
"finnish","häpä","negative",1
"finnish","pettymys","negative",1
"finnish","harhaanjohtav tiedo","negative",1
"finnish","vilpillin","negative",1
"finnish","hajo","negative",1
"finnish","hajoamin","negative",1
"finnish","välinpitämätö","negative",1
"finnish","vastenmielisyys","negative",1
"finnish","inho","negative",1
"finnish","sijo","negative",1
"finnish","synk","negative",1
"finnish","kauhu","negative",1
"finnish","silpomin","negative",1
"finnish","irtisanomin","negative",1
"finnish","tottelemattomuus","negative",1
"finnish","tottelemato","negative",1
"finnish","ol tottelemat","negative",1
"finnish","häiriö","negative",1
"finnish","sekain","negative",1
"finnish","sekav","negative",1
"finnish","väheksy","negative",1
"finnish","halveksiv","negative",1
"finnish","erilaisuus","negative",1
"finnish","kiihkoto","negative",1
"finnish","hälvent","negative",1
"finnish","hajon","negative",1
"finnish","syrjäyt","negative",1
"finnish","ärsyyntyny","negative",1
"finnish","mielipah","negative",1
"finnish","hävittämin","negative",1
"finnish","kodito","negative",1
"finnish","riita","negative",1
"finnish","esteellisyys","negative",1
"finnish","esteellin","negative",1
"finnish","disk","negative",1
"finnish","piittaamattomuus","negative",1
"finnish","huomiot","negative",1
"finnish","huonomainein","negative",1
"finnish","halveksin","negative",1
"finnish","epäkunnioittav","negative",1
"finnish","häiriö","negative",1
"finnish","tyytymättömyys","negative",1
"finnish","eripuraisuus","negative",1
"finnish","eriäv","negative",1
"finnish","karhunpalvelus","negative",1
"finnish","toisinajattelij","negative",1
"finnish","liukenemin","negative",1
"finnish","eripuraisuus","negative",1
"finnish","vastenmielisyys","negative",1
"finnish","vastenmielin","negative",1
"finnish","vääristyny","negative",1
"finnish","vääristym","negative",1
"finnish","häir","negative",1
"finnish","suun","negative",1
"finnish","häiritsev","negative",1
"finnish","häiriötekij","negative",1
"finnish","suun","negative",1
"finnish","hätä","negative",1
"finnish","levoto","negative",1
"finnish","ahdistav","negative",1
"finnish","epäluottamus","negative",1
"finnish","häiriö","negative",1
"finnish","häiriintyny","negative",1
"finnish","käyttömättömyys","negative",1
"finnish","poistetu","negative",1
"finnish","poikkeav","negative",1
"finnish","monipuolin","negative",1
"finnish","myydy","negative",1
"finnish","myynt","negative",1
"finnish","avioero","negative",1
"finnish","huimaus","negative",1
"finnish","pyörryks","negative",1
"finnish","typistety","negative",1
"finnish","doit","negative",1
"finnish","lamakau","negative",1
"finnish","työttömyyskorvaus","negative",1
"finnish","suru","negative",1
"finnish","hallitsev","negative",1
"finnish","hal","negative",1
"finnish","yliv","negative",1
"finnish","aasi","negative",1
"finnish","piir","negative",1
"finnish","tuomio","negative",1
"finnish","tuomitu","negative",1
"finnish","tuomiopäiv","negative",1
"finnish","epäilys","negative",1
"finnish","kyseenalain","negative",1
"finnish","selviö","negative",1
"finnish","suihku","negative",1
"finnish","juro","negative",1
"finnish","kaatumin","negative",1
"finnish","ikäv","negative",1
"finnish","salaojitus","negative",1
"finnish","hait","negative",1
"finnish","pelko","negative",1
"finnish","kauhe","negative",1
"finnish","kamal","negative",1
"finnish","kolko","negative",1
"finnish","juomin","negative",1
"finnish","pöty","negative",1
"finnish","sur","negative",1
"finnish","roikkuv","negative",1
"finnish","kuivuus","negative",1
"finnish","hukut","negative",1
"finnish","uneliaisuus","negative",1
"finnish","raadan","negative",1
"finnish","humalain","negative",1
"finnish","juoppous","negative",1
"finnish","kyseenalain","negative",1
"finnish","tyls","negative",1
"finnish","tyhm","negative",1
"finnish","tut","negative",1
"finnish","kaatopaiko","negative",1
"finnish","harmaanrusk","negative",1
"finnish","vankityrm","negative",1
"finnish","huiput","negative",1
"finnish","kaksinaamaisuus","negative",1
"finnish","pako","negative",1
"finnish","pöly","negative",1
"finnish","kääpiöityj","negative",1
"finnish","kuolev","negative",1
"finnish","punataut","negative",1
"finnish","maanjäristys","negative",1
"finnish","salakuuntelu","negative",1
"finnish","käskykirj","negative",1
"finnish","naismain","negative",1
"finnish","itsekäs","negative",1
"finnish","törk","negative",1
"finnish","eject","negative",1
"finnish","häätö","negative",1
"finnish","eliminoint","negative",1
"finnish","saavuttamato","negative",1
"finnish","laihtunu","negative",1
"finnish","kauppasaarto","negative",1
"finnish","nola","negative",1
"finnish","kiusallin","negative",1
"finnish","hämmennys","negative",1
"finnish","kavallus","negative",1
"finnish","veritulp","negative",1
"finnish","sotkeutunu","negative",1
"finnish","hätä -","negative",1
"finnish","erillisalue","negative",1
"finnish","loukkaus","negative",1
"finnish","rasit","negative",1
"finnish","vaarant","negative",1
"finnish","uhanalain","negative",1
"finnish","endeemin","negative",1
"finnish","loputo","negative",1
"finnish","vihollin","negative",1
"finnish","valvo","negative",1
"finnish","täytäntöönpano","negative",1
"finnish","arvoituksellin","negative",1
"finnish","vihamielisyys","negative",1
"finnish","orjuut","negative",1
"finnish","orjuutetu","negative",1
"finnish","orjuuttamin","negative",1
"finnish","kietoutunu","negative",1
"finnish","kietoutumin","negative",1
"finnish","sisälmyks","negative",1
"finnish","kateellin","negative",1
"finnish","epidem","negative",1
"finnish","epileps","negative",1
"finnish","hävit","negative",1
"finnish","hävittäm","negative",1
"finnish","pyyhk","negative",1
"finnish","eroosio","negative",1
"finnish","eroottin","negative",1
"finnish","erehty","negative",1
"finnish","hairahtunu","negative",1
"finnish","arvaamato","negative",1
"finnish","painovirh","negative",1
"finnish","virheellin","negative",1
"finnish","virh","negative",1
"finnish","puhj","negative",1
"finnish","purkaus","negative",1
"finnish","laaje","negative",1
"finnish","paeta","negative",1
"finnish","kart","negative",1
"finnish","vakoilu","negative",1
"finnish","vieraantunu","negative",1
"finnish","eutanas","negative",1
"finnish","evakuoid","negative",1
"finnish","evakuoint","negative",1
"finnish","väist","negative",1
"finnish","välttely","negative",1
"finnish","häätä","negative",1
"finnish","häätö","negative",1
"finnish","paha","negative",1
"finnish","uupunu","negative",1
"finnish","räjäht","negative",1
"finnish","räjähdys","negative",1
"finnish","lasku","negative",1
"finnish","viallin","negative",1
"finnish","pelko","negative",1
"finnish","maksu","negative",1
"finnish","taist","negative",1
"finnish","hiutal","negative",1
"finnish","flun","negative",1
"finnish","voima","negative",1
"finnish","unoht","negative",1
"finnish","kire","negative",1
"finnish","vim","negative",1
"finnish","savu","negative",1
"finnish","uhkapel","negative",1
"finnish","jeng","negative",1
"finnish","rosk","negative",1
"finnish","liister","negative",1
"finnish","huija","negative",1
"finnish","napa","negative",1
"finnish","ahn","negative",1
"finnish","marmat","negative",1
"finnish","syyllisyys","negative",1
"finnish","syyllin","negative",1
"finnish","kaaos","negative",1
"finnish","helvet","negative",1
"finnish","osum","negative",1
"finnish","pesä","negative",1
"finnish","kauhu","negative",1
"finnish","metsästäj","negative",1
"finnish","metsästys","negative",1
"finnish","satut","negative",1
"finnish","tietämättömyys","negative",1
"finnish","illuusio","negative",1
"finnish","heti","negative",1
"finnish","tulo","negative",1
"finnish","epäpätev","negative",1
"finnish","invaasio","negative",1
"finnish","viha","negative",1
"finnish","mustasukkain","negative",1
"finnish","johannes","negative",1
"finnish","vit","negative",1
"finnish","romu","negative",1
"finnish","potk","negative",1
"finnish","varkaus","negative",1
"finnish","luim","negative",1
"finnish","myöhäin","negative",1
"finnish","laava","negative",1
"finnish","löyhä","negative",1
"finnish","laisk","negative",1
"finnish","jät","negative",1
"finnish","sitru","negative",1
"finnish","vero","negative",1
"finnish","valehtelij","negative",1
"finnish","nuol","negative",1
"finnish","leipä","negative",1
"finnish","yksinäin","negative",1
"finnish","yksinäin","negative",1
"finnish","ves","negative",1
"finnish","kangaspu","negative",1
"finnish","ryöst","negative",1
"finnish","her","negative",1
"finnish","menet","negative",1
"finnish","menetety","negative",1
"finnish","möyky","negative",1
"finnish","hulu","negative",1
"finnish","hulluus","negative",1
"finnish","ilkeys","negative",1
"finnish","man","negative",1
"finnish","maalisku","negative",1
"finnish","sotku","negative",1
"finnish","puuttuv","negative",1
"finnish","yksivärin","negative",1
"finnish","hirviö","negative",1
"finnish","laiminlyöty","negative",1
"finnish","nepotism","negative",1
"finnish","nekru","negative",1
"finnish","tunnoto","negative",1
"finnish","liikalihavuus","negative",1
"finnish","louka","negative",1
"finnish","hyökkäys","negative",1
"finnish","hirviö","negative",1
"finnish","orc","negative",1
"finnish","paraat","negative",1
"finnish","läik","negative",1
"finnish","maksu","negative",1
"finnish","peril","negative",1
"finnish","tuhoel","negative",1
"finnish","lemmik","negative",1
"finnish","sika","negative",1
"finnish","merirosvo","negative",1
"finnish","pelaaj","negative",1
"finnish","valitusperust","negative",1
"finnish","ryöst","negative",1
"finnish","pop","negative",1
"finnish","piikkisik","negative",1
"finnish","porno","negative",1
"finnish","riivatu","negative",1
"finnish","pun","negative",1
"finnish","keppon","negative",1
"finnish","teesken","negative",1
"finnish","kielto","negative",1
"finnish","pöhöttyny","negative",1
"finnish","booli","negative",1
"finnish","mätä","negative",1
"finnish","tietokilpailu","negative",1
"finnish","lainaus","negative",1
"finnish","luokitus","negative",1
"finnish","raivoav","negative",1
"finnish","kieltäytyi","negative",1
"finnish","pahoit","negative",1
"finnish","hil","negative",1
"finnish","poist","negative",1
"finnish","tasav","negative",1
"finnish","rajoit","negative",1
"finnish","vallankumous","negative",1
"finnish","risk","negative",1
"finnish","rivi","negative",1
"finnish","ruost","negative",1
"finnish","painu","negative",1
"finnish","raakuus","negative",1
"finnish","syntipuk","negative",1
"finnish","pelästyt","negative",1
"finnish","hang","negative",1
"finnish","ruskist","negative",1
"finnish","lause","negative",1
"finnish","palvelij","negative",1
"finnish","hai","negative",1
"finnish","pask","negative",1
"finnish","ampu","negative",1
"finnish","sairas","negative",1
"finnish","synt","negative",1
"finnish","surm","negative",1
"finnish","rän","negative",1
"finnish","pieni","negative",1
"finnish","tukahdut","negative",1
"finnish","käärm","negative",1
"finnish","maaper","negative",1
"finnish","soulmat","negative",1
"finnish","pikkutark","negative",1
"finnish","lit","negative",1
"finnish","pysähdyks","negative",1
"finnish","osak","negative",1
"finnish","kivi","negative",1
"finnish","työnseisaus","negative",1
